plan,stratum,hard_classes,depth,node,kind,delta,engine_tail,oracle_c1,oracle_c2,replica_tail,step_c1,step_c2,agree_c1,agree_c2,agree_step_c1,agree_step_c2,local_a,local_b,h10b_eligible,divergence_a,divergence_b,predicted_form
93,HC_NONINT,"HC_DEEP,HC_NONINT",6,n5,PASS,3/200,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,
94,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n0,SUB,441/1000,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
94,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n1,SHIFT,1/3,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
94,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n2,PASS,1/3,8,8,10,8,8,9,1,0,1,0,8,8,0,0,0,
94,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n3,HASH,1/6,17,17,22,17,17,21,1,0,1,0,16,17,0,1,0,
95,HC_INT,HC_INT,1,n0,HASH,1/6,1,1,2,1,1,1,1,0,1,0,0,1,1,1,0,1
96,HC_SINGLE,HC_SINGLE,2,n0,PASS,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
96,HC_SINGLE,HC_SINGLE,2,n1,PASS,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
97,HC_DEEP,HC_DEEP,5,n0,PASS,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
97,HC_DEEP,HC_DEEP,5,n1,PASS,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
97,HC_DEEP,HC_DEEP,5,n2,AGSE,3/2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
97,HC_DEEP,HC_DEEP,5,n3,ADD,4/25,9,9,9,9,9,9,1,1,1,1,0,9,0,9,0,
97,HC_DEEP,HC_DEEP,5,n4,PASS,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
98,PASS,"HC_DEEP,HC_SINGLE",4,n0,PASS,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
98,PASS,"HC_DEEP,HC_SINGLE",4,n1,PASS,1/3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
98,PASS,"HC_DEEP,HC_SINGLE",4,n2,PASS,1/3,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,
98,PASS,"HC_DEEP,HC_SINGLE",4,n3,PASS,1/3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
99,SHIFT,"HC_DEEP,HC_SINGLE",4,n0,SHIFT,1/10,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
99,SHIFT,"HC_DEEP,HC_SINGLE",4,n1,SHIFT,1/10,8,8,10,8,8,9,1,0,1,0,8,8,0,0,0,
99,SHIFT,"HC_DEEP,HC_SINGLE",4,n2,SHIFT,1/10,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
99,SHIFT,"HC_DEEP,HC_SINGLE",4,n3,SHIFT,1/10,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
100,HASH,HC_NONINT,2,n0,HASH,1/4,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
100,HASH,HC_NONINT,2,n1,HASH,1/7,8,7,9,8,8,9,0,0,0,1,6,7,0,1,0,
101,ADD,,2,n0,ADD,1/3,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
101,ADD,,2,n1,ADD,1/3,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
102,SUB,HC_DEEP,4,n0,SUB,7/300,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
102,SUB,HC_DEEP,4,n1,SUB,1/100,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
102,SUB,HC_DEEP,4,n2,SUB,4/5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
102,SUB,HC_DEEP,4,n3,SUB,16/5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
103,THETA,,3,n0,THETA,3/200,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
103,THETA,,3,n1,THETA,7/16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
103,THETA,,3,n2,THETA,7/16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
104,NTHETA,,2,n0,NTHETA,3/5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
104,NTHETA,,2,n1,NTHETA,6/5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
105,AGSE,,3,n0,AGSE,1/100,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
105,AGSE,,3,n1,AGSE,1/100,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
105,AGSE,,3,n2,AGSE,1/100,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
106,REDUCE,"HC_DEEP,HC_SINGLE",4,n0,REDUCE,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
106,REDUCE,"HC_DEEP,HC_SINGLE",4,n1,REDUCE,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
106,REDUCE,"HC_DEEP,HC_SINGLE",4,n2,REDUCE,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
106,REDUCE,"HC_DEEP,HC_SINGLE",4,n3,REDUCE,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
107,HC_NONINT,"HC_INT,HC_NONINT",2,n0,HASH,1/16,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
107,HC_NONINT,"HC_INT,HC_NONINT",2,n1,HASH,3/34,4,4,4,4,4,4,1,1,1,1,0,3,0,4,1,
108,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n0,AGSE,1/4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
108,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n1,SHIFT,1/3,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
108,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n2,HASH,1/6,16,16,19,16,16,18,1,0,1,0,16,16,0,0,0,
108,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n3,AGSE,1/6,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
109,HC_INT,HC_INT,1,n0,HASH,1/3,1,1,2,1,1,1,1,0,1,0,0,1,1,1,0,1
110,HC_SINGLE,HC_SINGLE,1,n0,SHIFT,1/8,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
111,HC_DEEP,"HC_DEEP,HC_NONINT",4,n0,REDUCE,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
111,HC_DEEP,"HC_DEEP,HC_NONINT",4,n1,NTHETA,15/16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
111,HC_DEEP,"HC_DEEP,HC_NONINT",4,n2,AGSE,15/32,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
111,HC_DEEP,"HC_DEEP,HC_NONINT",4,n3,HASH,15/1516,95,95,95,95,95,95,1,1,1,1,0,94,0,95,1,
112,PASS,HC_DEEP,6,n0,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
112,PASS,HC_DEEP,6,n1,PASS,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
112,PASS,HC_DEEP,6,n2,PASS,1/10,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
112,PASS,HC_DEEP,6,n3,PASS,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
112,PASS,HC_DEEP,6,n4,PASS,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
112,PASS,HC_DEEP,6,n5,PASS,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
113,SHIFT,HC_DEEP,4,n0,SHIFT,2/5,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
113,SHIFT,HC_DEEP,4,n1,SHIFT,2/5,4,4,6,4,4,5,1,0,1,0,4,4,0,0,0,
113,SHIFT,HC_DEEP,4,n2,SHIFT,1/16,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
113,SHIFT,HC_DEEP,4,n3,SHIFT,2/5,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
114,HASH,"HC_DEEP,HC_NONINT",5,n0,HASH,1/18,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
114,HASH,"HC_DEEP,HC_NONINT",5,n1,HASH,1/26,5,5,5,5,5,5,1,1,1,1,3,4,0,2,1,
114,HASH,"HC_DEEP,HC_NONINT",5,n2,HASH,1/44,9,9,9,9,9,9,1,1,1,1,9,9,0,0,0,
114,HASH,"HC_DEEP,HC_NONINT",5,n3,HASH,1/26,5,5,5,5,5,5,1,1,1,1,3,4,0,2,1,
114,HASH,"HC_DEEP,HC_NONINT",5,n4,HASH,1/44,11,11,11,11,11,11,1,1,1,1,9,10,0,2,1,
115,ADD,,2,n0,ADD,1/4,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
115,ADD,,2,n1,ADD,1/4,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
116,SUB,HC_DEEP,5,n0,SUB,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
116,SUB,HC_DEEP,5,n1,SUB,8/5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
116,SUB,HC_DEEP,5,n2,SUB,6/5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
116,SUB,HC_DEEP,5,n3,SUB,24/5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
116,SUB,HC_DEEP,5,n4,SUB,6/5,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,
117,THETA,,1,n0,THETA,6/5,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
118,NTHETA,HC_DEEP,4,n0,NTHETA,8/25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
118,NTHETA,HC_DEEP,4,n1,NTHETA,7/6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
118,NTHETA,HC_DEEP,4,n2,NTHETA,4/15,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
118,NTHETA,HC_DEEP,4,n3,NTHETA,35/18,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
119,AGSE,HC_DEEP,4,n0,AGSE,3/32,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
119,AGSE,HC_DEEP,4,n1,AGSE,3/32,1,1,3,1,1,2,1,0,1,0,0,1,0,1,0,
119,AGSE,HC_DEEP,4,n2,AGSE,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
119,AGSE,HC_DEEP,4,n3,AGSE,3/16,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,
120,REDUCE,HC_DEEP,5,n0,REDUCE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
120,REDUCE,HC_DEEP,5,n1,REDUCE,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
120,REDUCE,HC_DEEP,5,n2,REDUCE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
120,REDUCE,HC_DEEP,5,n3,REDUCE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
120,REDUCE,HC_DEEP,5,n4,REDUCE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
121,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n0,HASH,5/28,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
121,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n1,SHIFT,5/8,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
121,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n2,SHIFT,5/28,4,4,5,4,4,4,1,0,1,0,4,4,0,0,0,
121,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n3,HASH,5/48,9,9,11,9,9,11,1,0,1,1,7,8,0,2,1,
122,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n0,HASH,4/33,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
122,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n1,SHIFT,4/33,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
122,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n2,HASH,2/33,11,11,14,11,11,13,1,0,1,0,10,11,0,1,0,
122,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n3,SUB,10/33,3,2,3,3,3,3,0,1,0,1,2,3,0,0,-1,
123,HC_INT,HC_INT,3,n0,HASH,5/16,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
123,HC_INT,HC_INT,3,n1,HASH,5/24,3,3,5,3,3,4,1,0,1,0,2,3,0,1,0,
123,HC_INT,HC_INT,3,n2,PASS,5/16,1,1,3,1,1,2,1,0,1,0,1,1,0,0,0,
124,HC_SINGLE,HC_SINGLE,3,n0,PASS,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
124,HC_SINGLE,HC_SINGLE,3,n1,REDUCE,3/8,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
124,HC_SINGLE,HC_SINGLE,3,n2,SHIFT,3/8,3,3,5,3,3,4,1,0,1,0,3,3,0,0,0,
125,HC_DEEP,"HC_DEEP,HC_NONINT",5,n0,PASS,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
125,HC_DEEP,"HC_DEEP,HC_NONINT",5,n1,SHIFT,1/100,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
125,HC_DEEP,"HC_DEEP,HC_NONINT",5,n2,THETA,1/50,3,2,3,3,3,3,0,1,0,1,2,3,0,0,-1,
125,HC_DEEP,"HC_DEEP,HC_NONINT",5,n3,HASH,1/60,5,5,6,5,5,5,1,0,1,0,3,5,0,2,0,
125,HC_DEEP,"HC_DEEP,HC_NONINT",5,n4,REDUCE,1/100,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
126,PASS,,3,n0,PASS,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
126,PASS,,3,n1,PASS,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
126,PASS,,3,n2,PASS,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
127,SHIFT,HC_DEEP,4,n0,SHIFT,2/3,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
127,SHIFT,HC_DEEP,4,n1,SHIFT,1/5,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
127,SHIFT,HC_DEEP,4,n2,SHIFT,1,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
127,SHIFT,HC_DEEP,4,n3,SHIFT,2/3,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
128,HASH,"HC_DEEP,HC_NONINT",5,n0,HASH,1/19,6,6,7,6,6,6,1,0,1,0,0,6,0,6,0,
128,HASH,"HC_DEEP,HC_NONINT",5,n1,HASH,1/22,7,7,9,7,7,9,1,0,1,1,7,7,0,0,0,
128,HASH,"HC_DEEP,HC_NONINT",5,n2,HASH,1/25,10,10,12,10,10,13,1,0,1,0,8,9,0,2,1,
128,HASH,"HC_DEEP,HC_NONINT",5,n3,HASH,1/28,12,12,14,12,12,14,1,0,1,1,12,12,0,0,0,
128,HASH,"HC_DEEP,HC_NONINT",5,n4,HASH,1/50,24,24,27,24,24,27,1,0,1,1,22,23,0,2,1,
129,ADD,HC_DEEP,4,n0,ADD,1/16,7,7,8,7,7,7,1,0,1,0,0,7,0,7,0,
129,ADD,HC_DEEP,4,n1,ADD,1/16,7,7,9,7,7,8,1,0,1,0,7,7,0,0,0,
129,ADD,HC_DEEP,4,n2,ADD,1/16,7,7,9,7,7,8,1,0,1,0,7,7,0,0,0,
129,ADD,HC_DEEP,4,n3,ADD,1/16,7,7,9,7,7,8,1,0,1,0,7,7,0,0,0,
130,SUB,HC_DEEP,6,n0,SUB,1/4,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
130,SUB,HC_DEEP,6,n1,SUB,2/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
130,SUB,HC_DEEP,6,n2,SUB,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
130,SUB,HC_DEEP,6,n3,SUB,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
130,SUB,HC_DEEP,6,n4,SUB,1/2,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,
130,SUB,HC_DEEP,6,n5,SUB,16/9,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
131,THETA,,3,n0,THETA,441/1000,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
131,THETA,,3,n1,THETA,1323/1000,2,0,1,2,1,2,0,0,0,0,0,1,0,0,-1,
131,THETA,,3,n2,THETA,147/250,2,1,2,2,1,2,0,1,1,1,0,1,0,1,0,
132,NTHETA,,2,n0,NTHETA,2/125,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
132,NTHETA,,2,n1,NTHETA,16/625,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
133,AGSE,,3,n0,AGSE,3/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
133,AGSE,,3,n1,AGSE,3/16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
133,AGSE,,3,n2,AGSE,3/8,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
134,REDUCE,HC_DEEP,4,n0,REDUCE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
134,REDUCE,HC_DEEP,4,n1,REDUCE,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
134,REDUCE,HC_DEEP,4,n2,REDUCE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
134,REDUCE,HC_DEEP,4,n3,REDUCE,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
135,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n0,AGSE,4/9,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
135,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n1,SHIFT,1/8,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
135,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n2,HASH,2/19,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
135,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n3,HASH,2/35,11,11,14,11,11,14,1,0,1,1,11,11,0,0,0,
135,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n4,AGSE,8/57,2,2,2,2,2,2,1,1,1,1,2,2,0,0,0,
136,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n0,SHIFT,1/3,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
136,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n1,HASH,1/6,2,2,5,2,2,4,1,0,1,0,2,2,0,0,0,
136,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n2,SHIFT,1/8,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
136,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n3,AGSE,2/9,3,3,5,3,3,5,1,0,1,1,2,3,0,1,0,
137,HC_INT,HC_INT,1,n0,HASH,1/24,1,1,2,1,1,1,1,0,1,0,0,1,1,1,0,1
138,HC_SINGLE,HC_SINGLE,3,n0,SHIFT,3/8,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
138,HC_SINGLE,HC_SINGLE,3,n1,REDUCE,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
138,HC_SINGLE,HC_SINGLE,3,n2,REDUCE,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
139,HC_DEEP,HC_DEEP,4,n0,AGSE,3/5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
139,HC_DEEP,HC_DEEP,4,n1,REDUCE,3/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
139,HC_DEEP,HC_DEEP,4,n2,PASS,3/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
139,HC_DEEP,HC_DEEP,4,n3,SHIFT,3/5,3,3,5,3,3,4,1,0,1,0,3,3,0,0,0,
140,PASS,HC_SINGLE,3,n0,PASS,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
140,PASS,HC_SINGLE,3,n1,PASS,1/5,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
140,PASS,HC_SINGLE,3,n2,PASS,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
141,SHIFT,HC_DEEP,6,n0,SHIFT,147/1000,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
141,SHIFT,HC_DEEP,6,n1,SHIFT,3/8,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
141,SHIFT,HC_DEEP,6,n2,SHIFT,147/1000,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
141,SHIFT,HC_DEEP,6,n3,SHIFT,147/1000,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
141,SHIFT,HC_DEEP,6,n4,SHIFT,147/1000,16,16,18,16,16,17,1,0,1,0,16,16,0,0,0,
141,SHIFT,HC_DEEP,6,n5,SHIFT,147/1000,8,8,10,8,8,9,1,0,1,0,8,8,0,0,0,
142,HASH,"HC_DEEP,HC_NONINT",6,n0,HASH,147/15700,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
142,HASH,"HC_DEEP,HC_NONINT",6,n1,HASH,147/15700,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
142,HASH,"HC_DEEP,HC_NONINT",6,n2,HASH,147/30400,4,4,4,4,4,4,1,1,1,1,4,4,0,0,0,
142,HASH,"HC_DEEP,HC_NONINT",6,n3,HASH,147/30400,6,6,6,6,6,6,1,1,1,1,4,5,0,2,1,
142,HASH,"HC_DEEP,HC_NONINT",6,n4,HASH,147/30400,6,6,6,6,6,6,1,1,1,1,4,5,0,2,1,
142,HASH,"HC_DEEP,HC_NONINT",6,n5,HASH,147/16700,17,17,17,17,17,17,1,1,1,1,3,16,0,14,1,
143,ADD,,2,n0,ADD,1/4,2,2,2,2,2,2,1,1,1,1,0,2,0,2,0,
143,ADD,,2,n1,ADD,1/4,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
144,SUB,,1,n0,SUB,9/20,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
145,THETA,,2,n0,THETA,2/125,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
145,THETA,,2,n1,THETA,3/4,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
146,NTHETA,,2,n0,NTHETA,1029/4000,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
146,NTHETA,,2,n1,NTHETA,147/500,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
147,AGSE,HC_DEEP,5,n0,AGSE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
147,AGSE,HC_DEEP,5,n1,AGSE,3/16,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
147,AGSE,HC_DEEP,5,n2,AGSE,1/8,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
147,AGSE,HC_DEEP,5,n3,AGSE,3/8,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
147,AGSE,HC_DEEP,5,n4,AGSE,1/8,3,3,5,3,3,5,1,0,1,1,2,3,0,1,0,
148,REDUCE,,2,n0,REDUCE,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
148,REDUCE,,2,n1,REDUCE,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
149,HC_NONINT,HC_NONINT,1,n0,HASH,3/58,2,2,2,2,2,2,1,1,1,1,0,1,1,2,1,2
150,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n0,SHIFT,1/10,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
150,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n1,PASS,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
150,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n2,SHIFT,3/10,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
150,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n3,HASH,3/40,20,20,25,20,20,24,1,0,1,0,20,20,1,0,0,1
151,HC_INT,"HC_DEEP,HC_INT",6,n0,SUB,1/5,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
151,HC_INT,"HC_DEEP,HC_INT",6,n1,HASH,1/6,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
151,HC_INT,"HC_DEEP,HC_INT",6,n2,AGSE,1/8,3,3,4,3,3,4,1,0,1,1,2,3,0,1,0,
151,HC_INT,"HC_DEEP,HC_INT",6,n3,AGSE,1/6,3,3,4,3,3,4,1,0,1,1,3,3,0,0,0,
151,HC_INT,"HC_DEEP,HC_INT",6,n4,AGSE,1/20,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
151,HC_INT,"HC_DEEP,HC_INT",6,n5,SUB,3/20,1,1,1,1,1,2,1,1,1,0,1,1,0,0,0,
152,HC_SINGLE,HC_SINGLE,1,n0,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
153,HC_DEEP,HC_DEEP,5,n0,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
153,HC_DEEP,HC_DEEP,5,n1,THETA,4/25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
153,HC_DEEP,HC_DEEP,5,n2,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
153,HC_DEEP,HC_DEEP,5,n3,AGSE,1/10,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
153,HC_DEEP,HC_DEEP,5,n4,REDUCE,1/10,3,3,5,3,3,4,1,0,1,0,3,3,0,0,0,
154,PASS,HC_SINGLE,3,n0,PASS,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
154,PASS,HC_SINGLE,3,n1,PASS,1/3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
154,PASS,HC_SINGLE,3,n2,PASS,1/3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
155,SHIFT,HC_DEEP,4,n0,SHIFT,1/16,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
